First Name,Last Name,Email,Phone,City,Company,Lead Source,Status,Created Date,,,,,,,
Uri,Biton,ubiton@gmail.com,0511810848,Petah Tikva,TechCo,,INACTIVE,11.11.2025,,,,,,,
Omer,Shapiro,omer.shapiro@hotmail.com,0,Herzliya,,,ACTIVE,25.7.2025,,,,,,,
Yosef,Mizrahi,yosefmizrahi@outlook.com,0571207430,Haifa,Globex Inc,Referral,ACTIVE,28.5.2025,,,,,,,
Yael,Azoulay,yaelazoulay@gmail.com,05348176,Holon,Globex Inc,Website,IN PROGRESS,28.1.2025,,,,,,,
Itai,Levi,itailevi@hotmail.com,0583008263,Tel Aviv,Acme Ltd,REFERRAL,ACTIVE,21.4.2025,,,,,,,
Michal,Elbaz,michalelbaz@outlook.com,04534916,Netanya,TechCo,website,ACTIVE,9.4.2025,,,,,,,
Ron,Mizrahi,ron.mizrahi@hotmail.com,0567097414,Rishon Lezion,Sela Group,Referral,ACTIVE,20.4.2025,,,,,,,
Maya,Amar,mamar@hotmail.com,03306976,Haifa,StartUp Co.,Event,INACTIVE,21.12.2025,,,,,,,
Gal,Levi,glevi@yahoo.com,0527137418,Herzliya,Delta Systems,Website,ACTIVE,8.11.2025,,,,,,,
Uri,Rosenberg  ,urosenberg@hotmail.com,0553218589,Rishon Lezion,N/A,Social Media,CLOSED,3.3.2025,,,,,,,
David,Toledano,david.toledano@walla.co.il,0521643739,Beer Sheva,,Social Media,IN PROGRESS,12.2.2025,,,,,,,
Omer,Cohen,omercohen@outlook.com,0543342383,Petah Tikva,,REFERRAL,ACTIVE,5.1.2025,,,,,,,
Avi,Marom,avimarom@outlook.com,0532582524,Tel Aviv,N/A,Referral,IN PROGRESS,7.4.2025,,,,,,,
Yosef,Rosenberg,yrosenberg@hotmail.com,0548072412,Haifa,StartUp Co.,Cold Call,ACTIVE,16.10.2025,,,,,,,
Amit,Amar,amit.amar@yahoo.com,04905983,Haifa,Acme Ltd.,REFERRAL,ACTIVE,22.8.2025,,,,,,,
Yosef,Rosenberg,yosefrosenberg@hotmail.com,0599570152,Jerusalem,,website,ACTIVE,1.12.2025,,,,,,,
Ron,Toledano,ron.toledano@yahoo.com,08574564,Holon,,website,ACTIVE,6.10.2025,,,,,,,
Yossi,Toledano,yossitoledano@gmail.com,0526832167,Herzliya,TechCo,Event,INACTIVE,7.1.2025,,,,,,,
Gal,Rosenberg,gal.rosenberg@hotmail.com,0591866037,Rishon Lezion,,website,ACTIVE,20.3.2025,,,,,,,
Gal,Amar,gamar@yahoo.com,0571684054,Ramat Gan,,Event,INACTIVE,21.8.2025,,,,,,,
David,Peretz,david.peretz@gmail.com,08722459,Tel Aviv,TechCo,website,INACTIVE,13.1.2025,,,,,,,
Maya,Biton,mbiton@hotmail.com,0517416175,Tel Aviv,Acme Ltd.,Referral,CLOSED,27.11.2025,,,,,,,
Tal,Sasson,talsasson@yahoo.com,0554086613,Herzliya,,,ACTIVE,24.4.2025,,,,,,,
Omer,Peretz,operetz@walla.co.il,05034399,Netanya,StartUp Co.,Referral,CLOSED,25.5.2025,,,,,,,
Eli,Rosenberg,elirosenberg@gmail.com,0594093012,Jerusalem,Globex Inc,,ACTIVE,7.3.2025,,,,,,,
Moshe,Amar,mamar@yahoo.com,0,Haifa,N/A,REFERRAL,ACTIVE,11.12.2025,,,,,,,
Michal,Mizrahi,mmizrahi@gmail.com,0562341365,,N/A,Social Media,ACTIVE,24.6.2025,,,,,,,
Dor,Marom,dmarom@gmail.com,0542824933,Ramat Gan,StartUp Co.,Cold Call,ACTIVE,25.7.2025,,,,,,,
Tamar,Cohen,tamarcohen@outlook.com,0533189251,Rishon Lezion,Globex Inc,REFERRAL,ACTIVE,22.12.2025,,,,,,,
Shani,Amar,samar@yahoo.com,0593944885,Rishon Lezion,,Website,ACTIVE,22.12.2025,,,,,,,
Uri,Dahan,uri.dahan@hotmail.com,06385793,Tel Aviv,Acme Ltd,Cold Call,CLOSED,2.7.2025,,,,,,,
Roni,Avraham,roniavraham@outlook.com,0526639011,Haifa,TechCo,,ACTIVE,3.8.2025,,,,,,,
Michal,Elbaz,michalelbaz@outlook.com,0501816458,Herzliya,Acme Ltd,REFERRAL,ACTIVE,22.4.2025,,,,,,,
Adi,Elbaz,adielbaz@yahoo.com,0553993320,Netanya,TechCo,Referral,ACTIVE,9.5.2025,,,,,,,
Adi,Cohen,acohen@outlook.com,0553389322,Haifa,Acme Ltd,Website,ACTIVE,25.12.2025,,,,,,,
Yosef,Katz,yosef.katz@walla.co.il,0529036402,Jerusalem,TechCo,website,CLOSED,10.1.2025,,,,,,,
Maya,Mizrahi,maya.mizrahi@hotmail.com,0589421026,Ramat Gan,TechCo,Social Media,INACTIVE,2.4.2025,,,,,,,
Itai,Gabai,itaigabai@walla.co.il,0521236293,,Acme Ltd.,REFERRAL,IN PROGRESS,13.2.2025,,,,,,,
Yael,Ben-David,yael.ben-david@gmail.com,0,Netanya,StartUp Co.,Website,ACTIVE,15.1.2025,,,,,,,
Yael,Malka,ymalka@walla.co.il,0566041569,Netanya,Delta Systems,REFERRAL,IN PROGRESS,14.12.2025,,,,,,,
David,Toledano,dtoledano@yahoo.com,0583585897,Tel Aviv,TechCo,Website,ACTIVE,4.4.2025,,,,,,,
Shira,Katz,skatz@hotmail.com,0551262699,Holon,Nexus Israel,,INACTIVE,18.11.2025,,,,,,,
Tal,Biton,talbiton@gmail.com,0573653705,Ramat Gan,Nexus Israel,,ACTIVE,25.3.2025,,,,,,,
Maya,Biton,mbiton@gmail.com,0556663703,Jerusalem,TechCo,Referral,ACTIVE,20.11.2025,,,,,,,
Yosef,Friedman,yfriedman@walla.co.il,02676492,Haifa,Globex Inc,Event,ACTIVE,10.6.2025,,,,,,,
Sarah,Avraham,savraham@yahoo.com,0,Jerusalem,TechCo,website,ACTIVE,23.1.2025,,,,,,,
Dor,Malka,dmalka@outlook.com,09479034,Tel Aviv,,Social Media,ACTIVE,27.10.2025,,,,,,,
Yosef,Levi,yoseflevi@walla.co.il,0595207244,Tel Aviv,,REFERRAL,ACTIVE,21.8.2025,,,,,,,
Dor,Ben-David,dben-david@walla.co.il,05310322,Haifa,Sela Group,Referral,ACTIVE,25.3.2025,,,,,,,
Ron,Avraham,ravraham@hotmail.com,0511314391,Petah Tikva,Nexus Israel,Social Media,INACTIVE,26.4.2025,,,,,,,
Michal,Elbaz,michal.elbaz@gmail.com,0509459266,Rishon Lezion,Delta Systems,Cold Call,ACTIVE,28.9.2025,,,,,,,
Yael,Sasson,yael.sasson@hotmail.com,0562342330,Rishon Lezion,Acme Ltd.,Website,CLOSED,10.8.2025,,,,,,,
Maya,Elbaz,maya.elbaz@outlook.com,0587738624,Tel Aviv,,,CLOSED,20.2.2025,,,,,,,
Uri,Peretz,uperetz@hotmail.com,0572602904,Haifa,Acme Ltd.,Cold Call,ACTIVE,26.6.2025,,,,,,,
Itai,Biton,itaibiton@gmail.com,05151643,Jerusalem,Acme Ltd,,ACTIVE,25.10.2025,,,,,,,
Dana,Shapiro,dana.shapiro@gmail.com,0582428191,Haifa,StartUp Co.,website,ACTIVE,4.4.2025,,,,,,,
Eli,Gabai,,02859505,Tel Aviv,Acme Ltd.,Website,INACTIVE,7.1.2025,,,,,,,
Omer,Amar,omeramar@gmail.com,0547279729,Ramat Gan,TechCo,Website,ACTIVE,18.10.2025,,,,,,,
Amit,Peretz,amitperetz@yahoo.com,05579485,Jerusalem,Nexus Israel,REFERRAL,CLOSED,23.1.2025,,,,,,,
Rachel,Amar,rachelamar@yahoo.com,0579276815,Tel Aviv,TechCo,Referral,ACTIVE,28.6.2025,,,,,,,
Ron,Sasson,rsasson@gmail.com,0545628257,Ramat Gan,StartUp Co.,Social Media,CLOSED,19.4.2025,,,,,,,
Adi,Elbaz,adielbaz@hotmail.com,0,Haifa,StartUp Co.,Event,IN PROGRESS,12.6.2025,,,,,,,
David,Elbaz,,0542974150,Tel Aviv,Nexus Israel,REFERRAL,ACTIVE,4.7.2025,,,,,,,
Hila,Peretz,hilaperetz@walla.co.il,05478506,Tel Aviv,StartUp Co.,Website,ACTIVE,4.11.2025,,,,,,,
Dana,Mizrahi,dmizrahi@walla.co.il,0592109227,Petah Tikva,,Cold Call,ACTIVE,1.2.2025,,,,,,,
Gal,Biton,gal.biton@gmail.com,0521952267,Netanya,Acme Ltd.,Referral,INACTIVE,26.8.2025,,,,,,,
Omer,Katz,omer.katz@yahoo.com,0575960564,Holon,Nexus Israel,Event,ACTIVE,24.6.2025,,,,,,,
Yosef,Avraham,yosef.avraham@outlook.com,0553243266,Ramat Gan,Globex Inc,Cold Call,ACTIVE,6.11.2025,,,,,,,
Gal,Shapiro,gshapiro@hotmail.com,0,Beer Sheva,TechCo,website,CLOSED,20.4.2025,,,,,,,
Hila,Gabai,hilagabai@yahoo.com,0559836713,Tel Aviv,Sela Group,website,IN PROGRESS,17.6.2025,,,,,,,
Guy,Peretz,guyperetz@hotmail.com,01550055,Rishon Lezion,,Referral,ACTIVE,15.1.2025,,,,,,,
Eli,Rosenberg,elirosenberg@gmail.com,0588799197,Rishon Lezion,Acme Ltd.,Cold Call,CLOSED,17.1.2025,,,,,,,
Hila,Katz,hila.katz@yahoo.com,04713012,Tel Aviv,Globex Inc,Cold Call,IN PROGRESS,2.1.2025,,,,,,,
Roni,Dahan,roni.dahan@hotmail.com,04860821,Herzliya,Sela Group,,CLOSED,12.7.2025,,,,,,,
Eli,Toledano,elitoledano@walla.co.il,0587590085,Tel Aviv,TechCo,Event,CLOSED,1.12.2025,,,,,,,
Maya,Amar,mamar@yahoo.com,0524893527,Netanya,Globex Inc,Referral,ACTIVE,10.1.2025,,,,,,,
Liat,Shapiro,liat.shapiro@outlook.com,0549111742,Beer Sheva,StartUp Co.,Social Media,CLOSED,20.10.2025,,,,,,,
Adi,Ben-David,,0561908116,Netanya,TechCo,Website,INACTIVE,24.11.2025,,,,,,,
Nir,Amar,nir.amar@walla.co.il,0,Haifa,Sela Group,Cold Call,CLOSED,25.2.2025,,,,,,,
Noa,Sasson,noa.sasson@yahoo.com,0512382213,Haifa,Globex Inc,REFERRAL,CLOSED,12.11.2025,,,,,,,
Hila,Rosenberg,hrosenberg@outlook.com,0576445775,Holon,StartUp Co.,Event,CLOSED,11.11.2025,,,,,,,
Michal,Avraham,MAVRAHAM@YAHOO.COM,01706842,Petah Tikva,StartUp Co.,REFERRAL,ACTIVE,28.1.2025,,,,,,,
Sarah,Shapiro,sarah.shapiro@walla.co.il,0577749978,Haifa,Globex Inc,Referral,CLOSED,8.6.2025,,,,,,,
Yossi,Amar,yossi.amar@walla.co.il,0,Tel Aviv,TechCo,website,ACTIVE,6.9.2025,,,,,,,
Yosef,Ben-David,yosefben-david@hotmail.com,0,Petah Tikva,,Website,ACTIVE,12.3.2025,,,,,,,
Uri,Elbaz,uelbaz@outlook.com,0592507618,Tel Aviv,Delta Systems,Social Media,INACTIVE,12.12.2025,,,,,,,
Guy,Sasson,gsasson@walla.co.il,04186487,Tel Aviv,,Event,ACTIVE,2.2.2025,,,,,,,
Yael,Toledano,yael.toledano@hotmail.com,0523039341,Rishon Lezion,Acme Ltd,Website,ACTIVE,23.3.2025,,,,,,,
Roni,Sasson,roni.sasson@walla.co.il,0,Tel Aviv,N/A,REFERRAL,ACTIVE,24.7.2025,,,,,,,
Ron,Avraham,,0558935224,Rishon Lezion,Globex Inc,Social Media,ACTIVE,17.2.2025,,,,,,,
Tamar,Toledano,tamar.toledano@gmail.com,01627660,Beer Sheva,Delta Systems,Social Media,CLOSED,28.3.2025,,,,,,,
Tal,Dahan,taldahan@outlook.com,0508359615,Haifa,Sela Group,Referral,CLOSED,23.4.2025,,,,,,,
Yossi,Avraham,yossi.avraham@outlook.com,0587705490,Holon,Acme Ltd,Referral,ACTIVE,14.10.2025,,,,,,,
Roni,Sasson,RONI.SASSON@WALLA.CO.IL,0538663014,Tel Aviv,N/A,REFERRAL,ACTIVE,24.7.2025,,,,,,,
Hila,Avraham,hilaavraham@gmail.com,07791621,,Delta Systems,Referral,ACTIVE,15.8.2025,,,,,,,
Omer,Rosenberg,omerrosenberg@hotmail.com,04504465,Holon,Globex Inc,,ACTIVE,8.12.2025,,,,,,,
Nir,Cohen,nircohen@yahoo.com,08863211,Jerusalem,Acme Ltd.,Event,IN PROGRESS,15.8.2025,,,,,,,
Omer,Levi,omerlevi@walla.co.il,0569509976,Haifa,Sela Group,website,CLOSED,27.4.2025,,,,,,,
Sarah,Levi,slevi@walla.co.il,0576090515,Rishon Lezion,Acme Ltd,,CLOSED,23.7.2025,,,,,,,
Shani,Elbaz  ,selbaz@gmail.com,0543163099,Ramat Gan,,website,ACTIVE,24.8.2025,,,,,,,
Tal,Ben-David,,03934297,Herzliya,,website,IN PROGRESS,2.4.2025,,,,,,,
Sarah,Marom,sarahmarom@gmail.com,0,Tel Aviv,Acme Ltd,REFERRAL,CLOSED,15.3.2025,,,,,,,
Amit,Elbaz,aelbaz@hotmail.com,09901150,Ramat Gan,StartUp Co.,Referral,ACTIVE,9.3.2025,,,,,,,
Tal,Katz,talkatz@outlook.com,07593888,Petah Tikva,Delta Systems,website,CLOSED,19.9.2025,,,,,,,
Tal,Levi,tlevi@yahoo.com,0,Tel Aviv,Acme Ltd,Website,ACTIVE,4.12.2025,,,,,,,
Yossi,Malka,yossimalka@outlook.com,04558795,Ramat Gan,Nexus Israel,,ACTIVE,25.11.2025,,,,,,,
Gal,Rosenberg  ,gal.rosenberg@hotmail.com,0591866037,Rishon Lezion,,website,ACTIVE,20.3.2025,,,,,,,
Avi,Elbaz,avielbaz@gmail.com,06935336,Beer Sheva,Globex Inc,website,ACTIVE,19.11.2025,,,,,,,
Amit,Azoulay,,0591479076,Holon,TechCo,REFERRAL,ACTIVE,3.1.2025,,,,,,,
Adi,Dahan,adidahan@walla.co.il,0505577437,Holon,Nexus Israel,Website,ACTIVE,13.5.2025,,,,,,,
Amit,Katz,akatz@outlook.com,09374334,Tel Aviv,Nexus Israel,Website,IN PROGRESS,7.9.2025,,,,,,,
Avi,Biton,avibiton@gmail.com,0589791781,Ramat Gan,Acme Ltd,Event,ACTIVE,16.5.2025,,,,,,,
Tamar,Cohen,tamarcohen@outlook.com,0,Rishon Lezion,Globex Inc,REFERRAL,ACTIVE,22.12.2025,,,,,,,
Yossi,Biton,yossi.biton@gmail.com,0512541241,Jerusalem,Acme Ltd.,website,ACTIVE,12.8.2025,,,,,,,
Yossi,Marom,ymarom@walla.co.il,06653509,Tel Aviv,N/A,Event,ACTIVE,22.6.2025,,,,,,,
Maya,Azoulay,maya.azoulay@yahoo.com,02693603,Haifa,N/A,Event,ACTIVE,9.11.2025,,,,,,,
Yael,Biton,yaelbiton@yahoo.com,05064453,Tel Aviv,Globex Inc,,ACTIVE,12.7.2025,,,,,,,
Yossi,Elbaz,yossielbaz@yahoo.com,04755992,Tel Aviv,,Cold Call,ACTIVE,28.5.2025,,,,,,,
Rachel,Cohen,rcohen@outlook.com,0514442590,Tel Aviv,Delta Systems,,INACTIVE,12.12.2025,,,,,,,
Dor,Dahan,,0576430103,,Globex Inc,Website,ACTIVE,3.12.2025,,,,,,,
Moshe,Marom,moshe.marom@hotmail.com,05043167,Ramat Gan,Delta Systems,Referral,ACTIVE,21.6.2025,,,,,,,
Guy,Levi,guy.levi@walla.co.il,0576323988,Holon,N/A,Referral,INACTIVE,17.2.2025,,,,,,,
Avi,Dahan,avidahan@hotmail.com,0599635934,Haifa,Globex Inc,REFERRAL,ACTIVE,8.9.2025,,,,,,,
Yossi,Mizrahi,yossimizrahi@gmail.com,0521206363,Holon,Acme Ltd,Social Media,ACTIVE,6.4.2025,,,,,,,
Ron,Sasson,ronsasson@hotmail.com,05757178,Haifa,StartUp Co.,Website,IN PROGRESS,2.7.2025,,,,,,,
Tamar,Friedman,tamarfriedman@yahoo.com,0514295478,Ramat Gan,Nexus Israel,Social Media,INACTIVE,19.5.2025,,,,,,,
David,Katz,davidkatz@gmail.com,0506036779,Tel Aviv,Acme Ltd,Social Media,CLOSED,12.6.2025,,,,,,,
Omer,Gabai,omergabai@outlook.com,04639054,Petah Tikva,N/A,website,IN PROGRESS,13.4.2025,,,,,,,
Tal,Dahan  ,tal.dahan@gmail.com,0,Herzliya,TechCo,Referral,ACTIVE,28.4.2025,,,,,,,
Dana,Mizrahi,dmizrahi@walla.co.il,0595907566,Rishon Lezion,N/A,Referral,ACTIVE,25.2.2025,,,,,,,
Dana,Peretz,danaperetz@gmail.com,0591042750,Tel Aviv,N/A,,CLOSED,4.9.2025,,,,,,,
Rachel,Amar,ramar@yahoo.com,05158473,Herzliya,StartUp Co.,Cold Call,IN PROGRESS,19.6.2025,,,,,,,
Roni,Gabai,rgabai@yahoo.com,0518609704,,Acme Ltd,REFERRAL,ACTIVE,13.1.2025,,,,,,,
Liat,Katz,lkatz@yahoo.com,0569706817,Ramat Gan,N/A,,INACTIVE,23.7.2025,,,,,,,
Yossi,Marom,yossimarom@walla.co.il,0587156735,Haifa,Sela Group,Referral,ACTIVE,20.9.2025,,,,,,,
Amit,Rosenberg,amit.rosenberg@gmail.com,0,Herzliya,Acme Ltd.,Referral,ACTIVE,21.8.2025,,,,,,,
Avi,Elbaz,,0588733874,Petah Tikva,Globex Inc,REFERRAL,IN PROGRESS,27.4.2025,,,,,,,
Shira,Gabai,shiragabai@hotmail.com,08947232,Netanya,Delta Systems,Cold Call,CLOSED,11.5.2025,,,,,,,
Sarah,Malka,sarahmalka@outlook.com,0581698478,Tel Aviv,Acme Ltd,Website,ACTIVE,10.1.2025,,,,,,,
Noa,Dahan,ndahan@walla.co.il,0543670896,Jerusalem,N/A,website,CLOSED,8.4.2025,,,,,,,
Nir,Malka,nir.malka@hotmail.com,03346710,Beer Sheva,Acme Ltd.,,IN PROGRESS,2.12.2025,,,,,,,
Hila,Peretz,hilaperetz@hotmail.com,0598999013,Haifa,Delta Systems,Website,ACTIVE,13.6.2025,,,,,,,
Guy,Sasson,guy.sasson@walla.co.il,0523765193,Rishon Lezion,Acme Ltd.,Social Media,CLOSED,10.6.2025,,,,,,,
Omer,Toledano,otoledano@walla.co.il,08214361,Ramat Gan,TechCo,REFERRAL,ACTIVE,24.3.2025,,,,,,,
Liat,Shapiro,lshapiro@outlook.com,0,Beer Sheva,Acme Ltd.,Referral,CLOSED,10.8.2025,,,,,,,
Amit,Azoulay,,0536018298,Petah Tikva,Nexus Israel,,ACTIVE,25.2.2025,,,,,,,
Liat,Ben-David,liatben-david@yahoo.com,0538939453,Tel Aviv,Acme Ltd.,Cold Call,ACTIVE,15.8.2025,,,,,,,
Shani,Azoulay,shaniazoulay@yahoo.com,0535453411,,,,ACTIVE,5.4.2025,,,,,,,
Dor,Toledano,dtoledano@yahoo.com,0589103837,Beer Sheva,Acme Ltd,website,ACTIVE,26.4.2025,,,,,,,
Ron,Azoulay  ,razoulay@outlook.com,0585824408,Tel Aviv,Globex Inc,REFERRAL,IN PROGRESS,8.11.2025,,,,,,,
Tal,Cohen,talcohen@hotmail.com,0513277614,Holon,N/A,,ACTIVE,24.12.2025,,,,,,,
Dor,Shapiro,dshapiro@walla.co.il,0587084360,Ramat Gan,Nexus Israel,Event,ACTIVE,5.12.2025,,,,,,,
Uri,Friedman,uri.friedman@yahoo.com,08164732,Rishon Lezion,Acme Ltd.,REFERRAL,ACTIVE,14.4.2025,,,,,,,
Noa,Marom,nmarom@walla.co.il,0591691125,Haifa,Nexus Israel,Website,IN PROGRESS,21.8.2025,,,,,,,
Sarah,Biton,sarah.biton@gmail.com,0515342289,Ramat Gan,Globex Inc,Website,ACTIVE,2.8.2025,,,,,,,
Yael,Malka,yaelmalka@hotmail.com,0,Jerusalem,Acme Ltd,website,ACTIVE,19.9.2025,,,,,,,
Omer,Peretz,omer.peretz@yahoo.com,03399557,Herzliya,Sela Group,website,ACTIVE,1.10.2025,,,,,,,
Dor,Malka,dormalka@yahoo.com,0566687440,Holon,Delta Systems,Referral,ACTIVE,18.11.2025,,,,,,,
Guy,Sasson,guysasson@walla.co.il,0,Tel Aviv,N/A,REFERRAL,ACTIVE,1.6.2025,,,,,,,
Liat,Azoulay,liatazoulay@walla.co.il,0584294007,Tel Aviv,Globex Inc,Social Media,ACTIVE,7.2.2025,,,,,,,
Maya,Toledano,mtoledano@gmail.com,02868597,Herzliya,StartUp Co.,Event,INACTIVE,20.10.2025,,,,,,,
Moshe,Gabai,moshe.gabai@outlook.com,0557017548,Tel Aviv,Nexus Israel,Website,INACTIVE,26.1.2025,,,,,,,
Itai,Levi,ilevi@hotmail.com,0551522818,Netanya,Nexus Israel,Website,CLOSED,12.6.2025,,,,,,,
Shani,Peretz,speretz@hotmail.com,0,Haifa,Nexus Israel,Cold Call,ACTIVE,6.1.2025,,,,,,,
Eli,Katz,elikatz@outlook.com,0508533390,Netanya,Delta Systems,Referral,ACTIVE,28.12.2025,,,,,,,
Itai,Biton,itaibiton@gmail.com,0582943405,Rishon Lezion,Acme Ltd,website,ACTIVE,7.11.2025,,,,,,,
Noa,Rosenberg,noa.rosenberg@walla.co.il,0,Jerusalem,Acme Ltd.,Event,ACTIVE,5.10.2025,,,,,,,
Michal,Malka,michalmalka@walla.co.il,0578863381,Netanya,Acme Ltd,REFERRAL,ACTIVE,23.11.2025,,,,,,,
Tal,Elbaz,talelbaz@hotmail.com,0555664389,Netanya,Globex Inc,Social Media,CLOSED,23.12.2025,,,,,,,
David,Toledano,david.toledano@outlook.com,0577178606,Haifa,Acme Ltd.,Website,ACTIVE,18.4.2025,,,,,,,
Liat,Katz,liat.katz@hotmail.com,0,Holon,Acme Ltd.,Event,ACTIVE,22.12.2025,,,,,,,
David,Katz,david.katz@yahoo.com,0575327583,Netanya,Acme Ltd.,,ACTIVE,22.10.2025,,,,,,,
Ron,Mizrahi,rmizrahi@yahoo.com,07561049,Herzliya,,website,ACTIVE,7.8.2025,,,,,,,
Liat,Gabai,liatgabai@yahoo.com,0557472052,Haifa,Delta Systems,website,ACTIVE,14.10.2025,,,,,,,
Rachel,Biton,rachelbiton@walla.co.il,0519728627,Herzliya,N/A,Event,ACTIVE,20.5.2025,,,,,,,
Sarah,Dahan,sarahdahan@hotmail.com,0525072928,Haifa,Acme Ltd,Social Media,IN PROGRESS,24.3.2025,,,,,,,
David,Gabai,dgabai@yahoo.com,0598414555,Jerusalem,,Website,ACTIVE,7.4.2025,,,,,,,
Ron,Avraham,,0516614969,Haifa,,Cold Call,CLOSED,27.3.2025,,,,,,,
Tamar,Azoulay,tazoulay@gmail.com,0544318855,Tel Aviv,,website,ACTIVE,4.8.2025,,,,,,,
Ron,Katz,ron.katz@yahoo.com,0542658239,Rishon Lezion,Globex Inc,Referral,ACTIVE,5.12.2025,,,,,,,
Avi,Friedman,avi.friedman@outlook.com,0522568295,Petah Tikva,Sela Group,Event,ACTIVE,10.4.2025,,,,,,,
Rachel,Amar,rachel.amar@outlook.com,03915797,Holon,Delta Systems,website,ACTIVE,8.7.2025,,,,,,,
Guy,Rosenberg,guy.rosenberg@gmail.com,07558969,Ramat Gan,,Cold Call,INACTIVE,4.7.2025,,,,,,,
Maya,Shapiro,maya.shapiro@gmail.com,04025957,Netanya,TechCo,Cold Call,ACTIVE,22.10.2025,,,,,,,
Roni,Cohen,ronicohen@yahoo.com,0582742939,Herzliya,Acme Ltd,Social Media,ACTIVE,23.11.2025,,,,,,,
Sarah,Sasson,sarahsasson@walla.co.il,0514503787,Haifa,Delta Systems,Referral,ACTIVE,20.6.2025,,,,,,,
Guy,Katz,guy.katz@outlook.com,0,Beer Sheva,Acme Ltd.,Website,ACTIVE,25.12.2025,,,,,,,
Liat,Dahan,liat.dahan@outlook.com,0558297090,Haifa,Acme Ltd,Cold Call,CLOSED,8.2.2025,,,,,,,
Michal,Mizrahi,michalmizrahi@walla.co.il,04393066,Holon,Acme Ltd.,Social Media,INACTIVE,28.12.2025,,,,,,,
Noa,Dahan,noa.dahan@outlook.com,0565114676,Herzliya,Acme Ltd,Referral,IN PROGRESS,25.1.2025,,,,,,,
Nir,Friedman,nirfriedman@outlook.com,0584860680,Ramat Gan,StartUp Co.,REFERRAL,ACTIVE,7.1.2025,,,,,,,
Gal,Shapiro,gal.shapiro@hotmail.com,0586705306,Rishon Lezion,Acme Ltd.,Event,ACTIVE,23.5.2025,,,,,,,
Ron,Mizrahi,,03552666,Petah Tikva,Acme Ltd,,IN PROGRESS,10.10.2025,,,,,,,
Dor,Cohen,dcohen@walla.co.il,0587632051,Beer Sheva,TechCo,Referral,INACTIVE,23.3.2025,,,,,,,
Shani,Cohen,shani.cohen@hotmail.com,0564143696,Petah Tikva,N/A,Social Media,INACTIVE,7.5.2025,,,,,,,
Rachel,Sasson,rachel.sasson@yahoo.com,08388427,Petah Tikva,StartUp Co.,Cold Call,ACTIVE,28.3.2025,,,,,,,
Sarah,Sasson  ,sarah.sasson@yahoo.com,0568881645,Ramat Gan,Delta Systems,Social Media,ACTIVE,10.1.2025,,,,,,,
Noa,Peretz,noaperetz@yahoo.com,0524450687,Rishon Lezion,,Event,CLOSED,5.1.2025,,,,,,,
Itai,Shapiro  ,itai.shapiro@gmail.com,0592934976,Tel Aviv,N/A,,CLOSED,6.3.2025,,,,,,,
Tal,Cohen,tcohen@yahoo.com,04017931,Ramat Gan,TechCo,Event,ACTIVE,6.11.2025,,,,,,,
Uri,Malka,uri.malka@hotmail.com,0,Ramat Gan,Acme Ltd.,,IN PROGRESS,26.8.2025,,,,,,,
Hila,Mizrahi,hmizrahi@gmail.com,07489869,Haifa,N/A,Event,ACTIVE,22.12.2025,,,,,,,
Avi,Rosenberg,avi.rosenberg@hotmail.com,0572156758,Petah Tikva,,REFERRAL,ACTIVE,19.10.2025,,,,,,,
Ron,Shapiro,ron.shapiro@gmail.com,0589479842,Holon,StartUp Co.,website,ACTIVE,9.1.2025,,,,,,,
Shira,Levi,shira.levi@gmail.com,07023985,Holon,Acme Ltd.,website,ACTIVE,1.3.2025,,,,,,,
Moshe,Toledano,moshe.toledano@hotmail.com,0589203901,Rishon Lezion,Delta Systems,REFERRAL,IN PROGRESS,17.8.2025,,,,,,,
Noa,Toledano,noa.toledano@walla.co.il,09808394,Netanya,TechCo,Website,ACTIVE,16.7.2025,,,,,,,
Noa,Amar,noa.amar@walla.co.il,07515688,Netanya,N/A,website,INACTIVE,4.7.2025,,,,,,,
Yosef,Elbaz,yosef.elbaz@outlook.com,05745786,Herzliya,N/A,Social Media,ACTIVE,18.3.2025,,,,,,,
Sarah,Gabai,sarah.gabai@hotmail.com,06085570,Tel Aviv,Sela Group,Event,ACTIVE,7.1.2025,,,,,,,
Hila,Biton,hbiton@hotmail.com,03498084,Tel Aviv,Acme Ltd,Cold Call,ACTIVE,25.8.2025,,,,,,,
Gal,Cohen,gal.cohen@outlook.com,0595582437,Jerusalem,Acme Ltd.,,ACTIVE,2.1.2025,,,,,,,
Dor,Ben-David,dor.ben-david@walla.co.il,04428100,Haifa,N/A,Website,ACTIVE,26.9.2025,,,,,,,
Shani,Marom,shanimarom@yahoo.com,0513182053,Haifa,StartUp Co.,Referral,IN PROGRESS,14.5.2025,,,,,,,
Tal,Mizrahi,tmizrahi@yahoo.com,01937566,Herzliya,Globex Inc,Event,ACTIVE,23.10.2025,,,,,,,
Yossi,Rosenberg,yossirosenberg@hotmail.com,0554123208,Rishon Lezion,Acme Ltd.,Referral,ACTIVE,1.8.2025,,,,,,,
Shani,Avraham,shaniavraham@walla.co.il,0502306106,Rishon Lezion,,Cold Call,ACTIVE,16.3.2025,,,,,,,
Sarah,Peretz,,0552872865,Herzliya,,,CLOSED,28.12.2025,,,,,,,
David,Cohen,davidcohen@yahoo.com,0557518454,Haifa,Delta Systems,REFERRAL,CLOSED,5.4.2025,,,,,,,
